          10
           1  0.87285881261461096        1.2290000000000001     
           2  0.88105987796773089        1.2600000000000000     
           3  0.91304547372611733        1.3979999999999999     
           4  0.91916029443449432        1.4279999999999999     
           5  0.81003820763539824        1.0349999999999999     
           6  0.98219660749705684        1.8370000000000000     
           7   1.0714568428797568        3.1160000000000001     
           8   1.1350634112019469        6.1109999999999998     
           9   1.1025920371470055        4.1130000000000004     
          10   1.0715389193718827        3.1179999999999999     
 	ID	f_k	z_src
